연번,시도청,경찰서,관서명,구분,전화번호,주소,category,주소,location,lat,lng,img
123,서울청,서울강북,번동,파출소,02-944-4173,서울특별시 강북구  한천로 969,경찰서,서울특별시 강북구  한천로 969,서울강북 번동파출소,37.6377792,127.0311436,police123
124,서울청,서울강북,번3,파출소,02-944-4183,서울특별시 강북구  월계로 227,경찰서,서울특별시 강북구  월계로 227,서울강북 번3파출소,37.6216743,127.0447192,police124
125,서울청,서울강북,삼양,파출소,02-944-4102,서울특별시 강북구  삼양로 239-1,경찰서,서울특별시 강북구  삼양로 239-1,서울강북 삼양파출소,37.6267735,127.0187041,police125
126,서울청,서울금천,금천,파출소,02-802-0113,서울특별시 금천구 시흥대로57길 45,경찰서,서울특별시 금천구 시흥대로57길 45,서울금천 금천파출소,37.4540807,126.9001453,police126
127,서울청,서울금천,문성,지구대,02-855-0112,서울특별시 금천구  독산로 76길 20,경찰서,서울특별시 금천구  독산로 76길 20,서울금천 문성지구대,37.4695360013908,126.903461586258,police127
128,서울청,서울금천,백산,지구대,02-805-0112,서울특별시 금천구  탑골로2길 37 백산지구대,경찰서,서울특별시 금천구  탑골로2길 37 백산지구대,서울금천 백산지구대,37.4510122,126.9125846570787,police128
129,서울청,서울금천,가산,파출소,02-864-0113,서울특별시 금천구  벚꽃로56길 174,경찰서,서울특별시 금천구  벚꽃로56길 174,서울금천 가산파출소,37.4838184,126.8837296,police129
130,서울청,서울금천,독산,파출소,02-807-0113,서울특별시 금천구  벚꽃로10길 89,경찰서,서울특별시 금천구  벚꽃로10길 89,서울금천 독산파출소,37.46466705,126.89476305607535,police130
131,서울청,서울중랑,망우,지구대,02-2171-0300,서울특별시 중랑구  망우로 391,경찰서,서울특별시 중랑구  망우로 391,서울중랑 망우지구대,37.59908315,127.09554094813717,police131
132,서울청,서울중랑,중화,지구대,02-2171-0303,서울특별시 중랑구  중랑천로 146,경찰서,서울특별시 중랑구  중랑천로 146,서울중랑 중화지구대,37.5980024,127.0722508,police132
133,서울청,서울중랑,용마,지구대,02-2171-0301,서울특별시 중랑구 동일로 566,경찰서,서울특별시 중랑구 동일로 566,서울중랑 용마지구대,37.5809535,127.07993965006122,police133
134,서울청,서울중랑,봉화,지구대,02-2171-0302,서울특별시 중랑구  신내로 177,경찰서,서울특별시 중랑구  신내로 177,서울중랑 봉화지구대,37.6036056,127.0959586,police134
135,서울청,서울중랑,면목본동,파출소,02-2171-0306,서울특별시 중랑구  상봉로 27,경찰서,서울특별시 중랑구  상봉로 27,서울중랑 면목본동파출소,37.5903782,127.093566,police135
136,서울청,서울중랑,면목삼팔,파출소,02-2171-0307,서울특별시 중랑구  사가정로41길 45 (면목3.8파출소),경찰서,서울특별시 중랑구  사가정로41길 45 ,서울중랑 면목삼팔파출소,37.5832071216876,127.084154900474,police136
137,서울청,서울중랑,상봉,파출소,02-2171-0304,서울특별시 중랑구  중랑천로 69 상봉파출소,경찰서,서울특별시 중랑구  중랑천로 69 상봉파출소,서울중랑 상봉파출소,37.591330049999996,127.07286318274492,police137
138,서울청,서울중랑,먹골,파출소,02-2171-0305,서울특별시 중랑구 숙선옹주로7길 1,경찰서,서울특별시 중랑구 숙선옹주로7길 1,서울중랑 먹골파출소,37.6153129,127.0820145,police138
139,서울청,서울강남,역삼,지구대,02-562-1623,서울특별시 강남구 언주로108길 20,경찰서,서울특별시 강남구 언주로108길 20,서울강남 역삼지구대,37.508598,127.0410805,police139
140,서울청,서울강남,논현1,파출소,02-544-5555,서울특별시 강남구 학동로 169,경찰서,서울특별시 강남구 학동로 169,서울강남 논현1파출소,37.5179943,127.0451199,police140
141,서울청,서울강남,논현2,파출소,02-543-0112,서울특별시 강남구 학동로 227,경찰서,서울특별시 강남구 학동로 227,서울강남 논현2파출소,37.5205262,127.0583961,police141
142,서울청,서울강남,삼성1,파출소,02-511-5049,서울특별시 강남구 영동대로112길 4,경찰서,서울특별시 강남구 영동대로112길 4,서울강남 삼성1파출소,37.5158846,127.065351,police142
143,서울청,서울강남,삼성2,파출소,02-562-1628,서울특별시 강남구 선릉로 624,경찰서,서울특별시 강남구 선릉로 624,서울강남 삼성2파출소,37.5290401,127.041123,police143
144,서울청,서울강남,청담,파출소,02-512-0112,서울특별시 강남구 학동로95길 19,경찰서,서울특별시 강남구 학동로95길 19,서울강남 청담파출소,37.5207944,127.05425615719173,police144
145,서울청,서울강남,신사,파출소,02-511-5087,서울특별시 강남구 도산대로 143,경찰서,서울특별시 강남구 도산대로 143,서울강남 신사파출소,37.5209419,127.031717,police145
146,서울청,서울강남,압구정,파출소,02-542-1103,서울특별시 강남구 압구정로 311,경찰서,서울특별시 강남구 압구정로 311,서울강남 압구정파출소,37.5280802,127.0300898,police146
147,서울청,서울관악,당곡,지구대,02-870-0810,서울특별시 관악구  남부순환로191길 12 당곡지구대,경찰서,서울특별시 관악구  남부순환로191길 12 당곡지구대,서울관악 당곡지구대,37.4860068452142,126.93436440338,police147
148,서울청,서울관악,낙성대,지구대,02-870-0820,"서울특별시 관악구  봉천로 540, 낙성대지구대",경찰서,"서울특별시 관악구  봉천로 540, 낙성대지구대",서울관악 낙성대지구대,37.4783189,126.95758903904786,police148
149,서울청,서울관악,신림,지구대,02-870-0830,서울특별시 관악구  남부순환로188길 12 신림지구대,경찰서,서울특별시 관악구  남부순환로188길 12 신림지구대,서울관악 신림지구대,37.4840164722611,126.933317348962,police149
150,서울청,서울관악,관악산,지구대,02-870-0840,서울특별시 관악구  신림로 178 관악산지구대,경찰서,서울특별시 관악구  신림로 178 관악산지구대,서울관악 관악산지구대,37.4740248,126.9353499,police150
151,서울청,서울관악,구암,지구대,02-870-0850,서울특별시 관악구 은천로 93,경찰서,서울특별시 관악구 은천로 93,서울관악 구암지구대,37.4862877,126.9366782,police151
152,서울청,서울관악,남현,파출소,02-870-0890,서울특별시 관악구  남현1가길 29 남현파출소,경찰서,서울특별시 관악구  남현1가길 29 남현파출소,서울관악 남현파출소,37.4746878600089,126.977875262005,police152
153,서울청,서울관악,난우,파출소,02-870-0860,서울특별시 관악구  난곡로64 난우파출소,경찰서,서울특별시 관악구  난곡로64 난우파출소,서울관악 난우파출소,37.4611182549024,126.919249954798,police153
154,서울청,서울관악,미성,파출소,02-870-0870,서울특별시 관악구  난곡로64가길 31,경찰서,서울특별시 관악구  난곡로64가길 31,서울관악 미성파출소,37.4794574,126.9156023,police154
155,서울청,서울관악,신사,지구대,02-870-0880,서울특별시 관악구  신사로 106,경찰서,서울특별시 관악구  신사로 106,서울관악 신사지구대,37.4896822,126.9200518,police155
156,서울청,서울강서,화곡,지구대,02-2604-0087,서울특별시 강서구  화곡로 308,경찰서,서울특별시 강서구  화곡로 308,서울강서 화곡지구대,37.5448628,126.8442059,police156
157,서울청,서울강서,공항,지구대,02-2662-0372,서울특별시 강서구  방화동로 5 ,경찰서,서울특별시 강서구  방화동로 5 ,서울강서 공항지구대,37.5690165,126.812867,police157
158,서울청,서울강서,까치산,지구대,02-2604-5053,서울특별시 강서구  강서로7길 39,경찰서,서울특별시 강서구  강서로7길 39,서울강서 까치산지구대,37.529266,126.8436032,police158
159,서울청,서울강서,가양,지구대,02-3665-9112,서울강서구 허준로221-22 염강초등학교 1층(임시청사),경찰서,서울강서구 허준로221-22 염강초등학교 1층,서울강서 가양지구대,37.5611125069483,126.864221559963,police159
160,서울청,서울강서,곰달래,지구대,02-2643-7994,서울특별시 강서구  곰달래로59길 12,경찰서,서울특별시 강서구  곰달래로59길 12,서울강서 곰달래지구대,37.5322838,126.8630494,police160
161,서울청,서울강서,방화3,파출소,02-2663-1121,서울특별시 강서구  금낭화로26길 16,경찰서,서울특별시 강서구  금낭화로26길 16,서울강서 방화3파출소,37.5799342,126.8154457,police161
162,서울청,서울강서,염창,지구대,02-3665-0660,서울특별시 강서구  공항대로59다길 80,경찰서,서울특별시 강서구  공항대로59다길 80,서울강서 염창지구대,37.55189145,126.86743299178204,police162
163,서울청,서울강서,등촌2,파출소,02-2651-0330,서울특별시 강서구  등촌로 167 ,경찰서,서울특별시 강서구  등촌로 167 ,서울강서 등촌2파출소,37.5515987,126.8639552,police163
164,서울청,서울강서,발산,지구대,02-2662-0330,서울특별시 강서구  수명로2길 46 ,경찰서,서울특별시 강서구  수명로2길 46 ,서울강서 발산지구대,37.5494117,126.82606921570515,police164
165,서울청,서울강서,화곡3,파출소,02-2604-2133,서울특별시 강서구  강서로45다길 71,경찰서,서울특별시 강서구  강서로45다길 71,서울강서 화곡3파출소,37.54466255,126.83519224834025,police165
166,서울청,서울강서,마곡,지구대,02-2620-9541,서울특별시 강서구 마곡중앙5로 32,경찰서,서울특별시 강서구 마곡중앙5로 32,서울강서 마곡지구대,37.5674795,126.8174008,police166
167,서울청,서울강동,천호,지구대,02-3449-7804,"서울특별시 강동구  구천면로 141, 천호지구대",경찰서,"서울특별시 강동구  구천면로 141, 천호지구대",서울강동 천호지구대,37.5425685,127.1208241,police167
168,서울청,서울강동,길동,지구대,02-3449-7814,서울특별시 강동구 양재대로96길 35,경찰서,서울특별시 강동구 양재대로96길 35,서울강동 길동지구대,37.5291727,127.1396958,police168
169,서울청,서울강동,성내,지구대,02-3449-7834,서울특별시 강동구  성내로 57 성내지구대 ,경찰서,서울특별시 강동구  성내로 57 성내지구대 ,서울강동 성내지구대,37.5286775394179,127.126957376122,police169
170,서울청,서울강동,암사,지구대,02-3449-7824,서울특별시 강동구  고덕로 137 암사지구대,경찰서,서울특별시 강동구  고덕로 137 암사지구대,서울강동 암사지구대,37.554996356036,127.140784057162,police170
171,서울청,서울강동,둔촌,파출소,02-3449-7854,서울특별시 강동구  진황도로 239 둔촌파출소,경찰서,서울특별시 강동구  진황도로 239 둔촌파출소,서울강동 둔촌파출소,37.5253343295674,127.145654106374,police171
172,서울청,서울강동,명일,파출소,02-3449-7844,서울특별시 강동구 동남로 895 명일파출소,경찰서,서울특별시 강동구 동남로 895 명일파출소,서울강동 명일파출소,37.5536441814625,127.156088167669,police172
173,서울청,서울강동,강일,파출소,02-3449-7864,서울특별시 강동구  아리수로91길 20,경찰서,서울특별시 강동구  아리수로91길 20,서울강동 강일파출소,37.5648223,127.1732598,police173
174,서울청,서울강동,고덕,파출소,02-3449-7874,서울특별시 강동구  고덕로 61길61,경찰서,서울특별시 강동구  고덕로 61길61,서울강동 고덕파출소,37.5573170397825,127.151706407438,police174
175,서울청,서울강동,상일,파출소,02-3449-7894,서울특별시 강동구 고덕로 80길 7,경찰서,서울특별시 강동구 고덕로 80길 7,서울강동 상일파출소,37.5562147602313,127.165843956821,police175
176,서울청,서울종암,석관,파출소,02-3396-7663,서울특별시 성북구  화랑로32가길 20 석관파출소,경찰서,서울특별시 성북구  화랑로32가길 20 석관파출소,서울종암 석관파출소,37.6089587454453,127.055268593826,police176
177,서울청,서울종암,장위,지구대,02-3396-7673,서울특별시 성북구 장위로174 장위지구대,경찰서,서울특별시 성북구 장위로174 장위지구대,서울종암 장위지구대,37.6194,127.0536,police177
178,서울청,서울종암,월곡,지구대,02-3396-7684,서울특별시 성북구  종암로32길 5 월곡지구대,경찰서,서울특별시 성북구  종암로32길 5 월곡지구대,서울종암 월곡지구대,37.6044172376097,127.032413134442,police178
179,서울청,서울종암,종암,파출소,02-3396-7693,서울특별시 성북구  종암로23길 52,경찰서,서울특별시 성북구  종암로23길 52,서울종암 종암파출소,37.5999635,127.0335971,police179
180,서울청,서울구로,신구로,지구대,02-853-0189,서울특별시 구로구 새말로 26 신구로지구대,경찰서,서울특별시 구로구 새말로 26 신구로지구대,서울구로 신구로지구대,37.5022709315884,126.88389609812,police180
181,서울청,서울구로,오류,지구대,02-840-8305,서울특별시 구로구  고척로1길 34 오류지구대,경찰서,서울특별시 구로구  고척로1길 34 오류지구대,서울구로 오류지구대,37.4948162993423,126.838842200207,police181
182,서울청,서울구로,구일,지구대,02-840-8302,서울특별시 구로구  도림로 63 구일지구대,경찰서,서울특별시 구로구  도림로 63 구일지구대,서울구로 구일지구대,37.4892521149095,126.890700200107,police182
183,서울청,서울구로,고척,지구대,02-2612-0112,서울특별시 구로구 중앙로 15길 30 고척지구대,경찰서,서울특별시 구로구 중앙로 15길 30 고척지구대,서울구로 고척지구대,37.5066010740517,126.858302326165,police183
184,서울청,서울구로,개봉,지구대,02-2612-0330,서울특별시 구로구  개봉로18길 5 개봉지구대,경찰서,서울특별시 구로구  개봉로18길 5 개봉지구대,서울구로 개봉지구대,37.4918322570645,126.856448965021,police184
185,서울청,서울구로,구로3,파출소,02-866-0112,서울특별시 구로구  디지털로31길 86 구로3파출소,경찰서,서울특별시 구로구  디지털로31길 86 구로3파출소,서울구로 구로3파출소,37.4866606515713,126.891399918226,police185
186,서울청,서울구로,가리봉,파출소,02-854-0112,서울특별시 구로구 남부순환로 1275 가리봉파출소,경찰서,서울특별시 구로구 남부순환로 1275 가리봉파출소,서울구로 가리봉파출소,37.4791982,126.8918152,police186
187,서울청,서울구로,천왕,파출소,02-840-8308,서울특별시 구로구 오리로 1102-8,경찰서,서울특별시 구로구 오리로 1102-8,서울구로 천왕파출소,37.5006808,126.8291489,police187
188,서울청,서울서초,반포,지구대,02-536-8477,서울특별시 서초구 신반포로190,경찰서,서울특별시 서초구 신반포로190,서울서초 반포지구대,37.5059651429834,127.005186250271,police188
189,서울청,서울서초,서초2,파출소,02-536-8477,서울 서초구 서운로 38,경찰서,서울 서초구 서운로 38,서울서초 서초2파출소,37.4865,127.0298589,police189
190,서울청,서울서초,서초3,파출소,02-572-0692,서울 서초구 반포대로30길 40,경찰서,서울 서초구 반포대로30길 40,서울서초 서초3파출소,37.4921785,127.0110013,police190
191,서울청,서울서초,양재,파출소,02-572-0113,서울 서초구 남부순환로356길 9,경찰서,서울 서초구 남부순환로356길 9,서울서초 양재파출소,37.4845,127.0377298,police191
192,서울청,서울서초,서초,파출소,02-583-6249,서울 서초구 효령로 297,경찰서,서울 서초구 효령로 297,서울서초 서초파출소,37.47797,126.98805,police192
193,서울청,서울서초,우면,파출소,02-581-1120,서울 서초구 바우뫼로 45,경찰서,서울 서초구 바우뫼로 45,서울서초 우면파출소,37.46912,129.0272,police193
194,서울청,서울서초,내곡,파출소,02-573-5826,서울특별시 서초구 헌릉로 226,경찰서,서울특별시 서초구 헌릉로 226,서울서초 내곡파출소,37.4623157,127.0479345,police194
195,서울청,서울양천,목1,지구대,02-2648-0040,서울특별시 양천구  목동동로 373,경찰서,서울특별시 양천구  목동동로 373,서울양천 목1지구대,37.5254896,126.8787,police195
196,서울청,서울양천,목2,지구대,02-2652-0112,서울특별시 양천구  등촌로 166,경찰서,서울특별시 양천구  등촌로 166,서울양천 목2지구대,37.540304,126.8639268,police196
197,서울청,서울양천,신정1,지구대,02-2643-0113,서울특별시 양천구  중앙로32길 65,경찰서,서울특별시 양천구  중앙로32길 65,서울양천 신정1지구대,37.5203,126.85754,police197
198,서울청,서울양천,신정2,지구대,02-2699-0678,서울특별시 양천구 목동로17길 5,경찰서,서울특별시 양천구 목동로17길 5,서울양천 신정2지구대,37.5243934,126.8618085,police198
199,서울청,서울양천,신월2,지구대,02-2608-0112,서울특별시 양천구 지양로 55,경찰서,서울특별시 양천구 지양로 55,서울양천 신월2지구대,37.5205342,126.8349,police199
200,서울청,서울양천,신월1,파출소,02-2602-0092,서울특별시 양천구  남부순환로59길 8 ,경찰서,서울특별시 양천구  남부순환로59길 8 ,서울양천 신월1파출소,37.5320724,126.8318903,police200
201,서울청,서울양천,신정3,파출소,02-2696-2305,서울특별시 양천구  중앙로 205,경찰서,서울특별시 양천구  중앙로 205,서울양천 신정3파출소,37.5278243,126.8489201,police201
202,서울청,서울양천,신월5,파출소,02-2693-0113,서울특별시 양천구  남부순환로31길 37,경찰서,서울특별시 양천구  남부순환로31길 37,서울양천 신월5파출소,37.5388956,126.8298885,police202
203,서울청,서울송파,방이,지구대,02-3402-6301,서울특별시 송파구  양재대로71길 5-6,경찰서,서울특별시 송파구  양재대로71길 5-6,서울송파 방이지구대,37.5108518,127.1247501,police203
204,서울청,서울송파,잠실,지구대,02-3402-6302,서울특별시 송파구  올림픽로 101,경찰서,서울특별시 송파구  올림픽로 101,서울송파 잠실지구대,37.512098848307,127.082140287795,police204
205,서울청,서울송파,삼전,지구대,02-3402-6303,서울특별시 송파구  백제고분로 238,경찰서,서울특별시 송파구  백제고분로 238,서울송파 삼전지구대,37.5115816,127.0783384,police205
206,서울청,서울송파,가락,지구대,02-3402-6304,서울특별시 송파구  중대로 179,경찰서,서울특별시 송파구  중대로 179,서울송파 가락지구대,37.5089089,127.1325092,police206
207,서울청,서울송파,문정,지구대,02-3402-6305,서울특별시 송파구 충민로2길 18,경찰서,서울특별시 송파구 충민로2길 18,서울송파 문정지구대,37.4781044,127.1273688,police207
208,서울청,서울송파,마천,파출소,02-3402-6306,서울특별시 송파구  마천로 41길 8,경찰서,서울특별시 송파구  마천로 41길 8,서울송파 마천파출소,37.497026751356,127.148210129756,police208
209,서울청,서울송파,거여,파출소,02-3402-6307,서울특별시 송파구 새말로15길 9,경찰서,서울특별시 송파구 새말로15길 9,서울송파 거여파출소,37.4863523,127.1306968,police209
210,서울청,서울송파,풍납,파출소,02-3402-6308,서울특별시 송파구  토성로 64,경찰서,서울특별시 송파구  토성로 64,서울송파 풍납파출소,37.5287,127.116772,police210
211,서울청,서울송파,오금,파출소,02-3402-6309,서울특별시 송파구  마천로8길 17,경찰서,서울특별시 송파구  마천로8길 17,서울송파 오금파출소,37.506862,127.1277464,police211
212,서울청,서울송파,신천,파출소,02-3402-6310,서울특별시 송파구  올림픽로35길 12 ,경찰서,서울특별시 송파구  올림픽로35길 12 ,서울송파 신천파출소,37.5169432,127.1125,police212
213,서울청,서울송파,위례,파출소,02-3402-6300,서울특별시 송파구 위례순환로 369,경찰서,서울특별시 송파구 위례순환로 369,서울송파 위례파출소,37.4778842,127.14591125,police213
214,서울청,서울노원,당현,지구대,02-2092-0301,서울특별시 노원구  노원로17길 64번지,경찰서,서울특별시 노원구  노원로17길 64번지,서울노원 당현지구대,37.6420207179331,127.068355620094,police214
215,서울청,서울노원,월계,지구대,02-2092-0302,서울특별시 노원구  월계로55길 58,경찰서,서울특별시 노원구  월계로55길 58,서울노원 월계지구대,37.63291,127.05964,police215
216,서울청,서울노원,화랑,지구대,02-2092-0303,서울특별시 노원구  동일로 1034,경찰서,서울특별시 노원구  동일로 1034,서울노원 화랑지구대,37.6892862,127.0554815,police216
217,서울청,서울노원,노원역,지구대,02-2092-0304,서울특별시 노원구 노원로431,경찰서,서울특별시 노원구 노원로431,서울노원 노원역지구대,37.6550055224449,127.066916404341,police217
218,서울청,서울노원,불암,지구대,02-2092-0305,서울특별시 노원구  한글비석로 277,경찰서,서울특별시 노원구  한글비석로 277,서울노원 불암지구대,37.6661065,127.06948626989912,police218
219,서울청,서울노원,마들,지구대,02-2092-0306,서울특별시 노원구  한글비석로 489 마들지구대,경찰서,서울특별시 노원구  한글비석로 489 마들지구대,서울노원 마들지구대,37.6645870330059,127.063618910994,police219
220,서울청,서울노원,당고개,파출소,02-2092-0307,서울특별시 노원구  상계로35길 29(임시청사),경찰서,서울특별시 노원구  상계로35길 29,서울노원 당고개파출소,37.6714710858571,127.077852732199,police220
221,서울청,서울노원,상계1,파출소,02-2092-0308,서울특별시 노원구  동일로 1693,경찰서,서울특별시 노원구  동일로 1693,서울노원 상계1파출소,37.6747372,127.0551509,police221
222,서울청,서울방배,남태령,지구대,02-582-8410,서울특별시 서초구  동작대로 34,경찰서,서울특별시 서초구  동작대로 34,서울방배 남태령지구대,37.4766578,126.9817796,police222
223,서울청,서울방배,서래,파출소,02-534-0116,서울특별시 서초구  신반포로 16길 15-14,경찰서,서울특별시 서초구  신반포로 16길 15-14,서울방배 서래파출소,37.5021102658365,126.996967303365,police223
224,서울청,서울방배,이수,파출소,02-599-3880,서울특별시 서초구  동광로19길 38,경찰서,서울특별시 서초구  동광로19길 38,서울방배 이수파출소,37.4942,126.9885481,police224
225,서울청,서울방배,방배1,파출소,02-583-7694,서울특별시 서초구  효령로 31길 64,경찰서,서울특별시 서초구  효령로 31길 64,서울방배 방배1파출소,37.4839605943547,126.995340912361,police225
226,서울청,서울은평,불광,지구대,02-350-1932,서울특별시 은평구  연서로 290,경찰서,서울특별시 은평구  연서로 290,서울은평 불광지구대,37.6181121,126.9199353,police226
227,서울청,서울은평,연신내,지구대,02-350-1936,서울특별시 은평구  갈현로 195,경찰서,서울특별시 은평구  갈현로 195,서울은평 연신내지구대,37.61516365,126.91272994396896,police227
228,서울청,서울은평,진관,파출소,02-350-1930,서울특별시 은평구  진관3로 38 진관파출소,경찰서,서울특별시 은평구  진관3로 38 진관파출소,서울은평 진관파출소,37.63994935,126.92082453139429,police228
229,서울청,서울은평,대조,파출소,02-350-1938,서울특별시 은평구  통일로 737,경찰서,서울특별시 은평구  통일로 737,서울은평 대조파출소,37.63248,126.9180513,police229
230,서울청,서울도봉,창동,지구대,02-2289-9813,서울특별시 도봉구 노해로 392,경찰서,서울특별시 도봉구 노해로 392,서울도봉 창동지구대,37.6521,127.0500124,police230
231,서울청,서울도봉,신창,파출소,02-2289-9823,서울특별시 도봉구  도봉로104길 49-5,경찰서,서울특별시 도봉구  도봉로104길 49-5,서울도봉 신창파출소,37.6450017,127.0382549,police231
232,서울청,서울도봉,방학,파출소,02-2289-9833,서울특별시 도봉구  도봉로145길 45 방학파출소,경찰서,서울특별시 도봉구  도봉로145길 45 방학파출소,서울도봉 방학파출소,37.6645033394704,127.040015484734,police232
233,서울청,서울도봉,신방학,파출소,02-2289-9843,서울특별시 도봉구  시루봉로5길 10,경찰서,서울특별시 도봉구  시루봉로5길 10,서울도봉 신방학파출소,37.6583588,127.0251072,police233
234,서울청,서울도봉,도봉1,파출소,02-2289-9853,서울특별시 도봉구  도봉로169길 43 도봉1파출소,경찰서,서울특별시 도봉구  도봉로169길 43 도봉1파출소,서울도봉 도봉1파출소,37.6795,127.0435,police234
235,서울청,서울도봉,도봉2,파출소,02-2289-9863,서울특별시 도봉구 도봉로 180나길 33,경찰서,서울특별시 도봉구 도봉로 180나길 33,서울도봉 도봉2파출소,37.6839933331141,127.049278285409,police235
236,서울청,서울도봉,쌍문,파출소,02-2289-9873,서울특별시 도봉구  방학로3길 132,경찰서,서울특별시 도봉구  방학로3길 132,서울도봉 쌍문파출소,37.6597268,127.0395908,police236
237,서울청,서울도봉,숭미,파출소,02-2289-9883,서울특별시 도봉구  노해로 139 숭미파출소,경찰서,서울특별시 도봉구  노해로 139 숭미파출소,서울도봉 숭미파출소,37.6475127555581,127.025582768186,police237
238,서울청,서울수서,도곡,지구대,02-568-2522,서울특별시 강남구  언주로 426,경찰서,서울특별시 강남구  언주로 426,서울수서 도곡지구대,37.530458,127.0340568,police238
239,서울청,서울수서,대치,지구대,02-538-1312,서울특별시 강남구  삼성로 203,경찰서,서울특별시 강남구  삼성로 203,서울수서 대치지구대,37.5067702,127.0567976,police239
240,서울청,서울수서,수서,파출소,02-445-0112,서울특별시 강남구  밤고개로1길 48,경찰서,서울특별시 강남구  밤고개로1길 48,서울수서 수서파출소,37.4888508,127.1033456,police240
241,서울청,서울수서,대왕,파출소,02-3411-0323,서울특별시 강남구  헌릉로 623,경찰서,서울특별시 강남구  헌릉로 623,서울수서 대왕파출소,37.4661582,127.117042,police241
242,서울청,서울수서,일원,지구대,02-3411-0112,서울특별시 강남구  일원로3길 35 일원파출소,경찰서,서울특별시 강남구  일원로3길 35 일원파출소,서울수서 일원지구대,37.4924161491256,127.083373556556,police242
243,서울청,서울수서,개포,지구대,02-571-0112,서울특별시 강남구  개포로 261(1268),경찰서,서울특별시 강남구  개포로 261,서울수서 개포지구대,37.4797783863169,127.051167625269,police243
